Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
03/04/2016 12:00:00 AM,Complete,Special Event,Community,,Alley Activation Event,S16AP158,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,University District,4,North,The U District Partnership,110
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - PAWS,S16AP130,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200
03/31/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson (4.8),S16AP219,04/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,75
03/28/2016 12:00:00 AM,Complete,Special Event,Community,,Northwest School Spring ArtsFest,S16AP206,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,600
03/24/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Sole Repair,S16AP201,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
04/04/2016 12:00:00 AM,Complete,Special Event,Commercial,,SPU High School Campus Visit Day,S16AP226,04/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Pacific University,900
12/15/2015 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Emerald City Bicycle Ride,S16AP025,04/03/2016 12:00:00 AM,04/03/2016 12:00:00 AM,,University District,"2, 3",North,Cascade Bicycle Club,6300
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Husky Open,S16AP189,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Montlake / Portage Bay,"3, 4","North, South",University of Washington Rowing,700
02/19/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,GO LONG SR520 Floating Bridge Run,S16AP139,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,"3, 4",North,GO LONG SR520 Floating Bridge Run,8500
12/21/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S16AP033,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Run for Good Racing Co./5 Focus,900
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.02),S16AP068,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,WSDOT SR520 Public Grand Opening,S16AP138,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,4,North,Washington State Department of Transportation,50500
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Teatro Zin Zani,S16AP129,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,125
02/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,All Hands,S16MR100,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Multiple Neighborhoods,7,West,Spplus,2940
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Good Bar,S16MR181,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,80
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson,S16MR183,03/30/2016 12:00:00 AM,03/30/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
02/22/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Class Day,S16MR144,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Montlake / Portage Bay,"3, 4","North, South",University of Washington Rowing,620
01/25/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Little League Annual Parade,S16MR088,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Little League,2025
02/09/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert,S16MR114,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,355
03/16/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Neptune Theatre,S16MR178,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,University District,4,North,Butler Valet,150
02/16/2016 12:00:00 AM,Complete,Special Event,Commercial,,Starbucks Coffee Company 2016 Annual Shareholders Meeting,S16MR126,03/23/2016 12:00:00 AM,03/23/2016 12:00:00 AM,,Queen Anne,7,West,Starbucks Coffee Company,3000
03/15/2016 12:00:00 AM,Complete,Special Event,Commercial,,"National Geographic Live! Student Series: Rhinos, Rickshaws & Revolutions",S16MR177,03/21/2016 12:00:00 AM,03/22/2017 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2300
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,Sound Transit U Link Launch Capitol Hill Station,S16MR140,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Capitol Hill,3,East,Sound Transit,30500
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,Sound Transit U Link Launch University of Washington Station,S16MR141,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,University District,4,North,Sound Transit,30500
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (3.19),S16MR067,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (3.19),S16MR101,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Outdoor Beer Garden,420
01/20/2016 12:00:00 AM,Complete,Special Event,Commercial,,Kells 34th Annual St.  Patrick's Day Festival,S16MR057,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Kells Irish Restaurant & Bar,290
03/10/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Pier 70 Graham and Dunn,S16MR167,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,300
03/10/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Quality Athletics,S16MR168,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Pioneer Square,7,West,Butler Valet,50
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S16MR027,03/13/2016 12:00:00 AM,03/13/2016 12:00:00 AM,,Queen Anne,7,West,Detlef Schrempf Foundation,10300
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,St. Patrick's Day Parade,S16MR038,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,4700
02/26/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (3.12),S16MR150,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
03/01/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S16MR154,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Central District,3,East,Oromo Community Service of Seattle,400
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,Green Stripe,S16MR039,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,150
02/18/2016 12:00:00 AM,Complete,Special Event,Free Speech,,57th Tibetan Uprising Day,S16MR136,03/10/2016 12:00:00 AM,03/10/2016 12:00:00 AM,,Downtown,7,West,Tibetan Assocation of Washington Seattle Chapter,80
12/11/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S16MR043,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Seattle Center,Queen Anne,"4, 6, 7",West,Ram Racing,7200
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (3.06),S16MR066,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
03/01/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Tom Douglas Event,S16MR151,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Palace Ballroom,S16MR134,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,130
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Hillel of UW,S16MR133,03/03/2016 12:00:00 AM,03/03/2016 12:00:00 AM,,University District,4,North,Red Carpet Valet,125
01/27/2016 12:00:00 AM,Complete,Special Event,Commercial,,"The 5th Avenue Theatre Student Matinee for ""How to Succeed in Business""",S16MR093,03/03/2016 12:00:00 AM,03/04/2016 12:00:00 AM,,Downtown,7,West,The 5th Avenue Theatre,1820
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Holocaust Center,S16MR128,03/02/2016 12:00:00 AM,03/02/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,30
02/09/2016 12:00:00 AM,Complete,Special Event,Free Speech,,March for Bernie,S16FE115,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Movement 4 Bernie,800
01/04/2016 12:00:00 AM,Complete,Special Event,Commercial,,Debuts & Discoveries,S16FE041,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,University Sunrise Rotary Club,750
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (2.27),S16FE146,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Seattle Center Pavilion,S16FE147,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
02/03/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Open Rehearsal,S16FE109,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,1300
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Matt's at the Market,S16FE145,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Galvanize,S16FE127,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (2.23),S16FE065,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/02/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live! (2.23),S16FE108,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2000
02/16/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Support Indicted nYPD Officer Liang,S16FE132,02/20/2016 12:00:00 AM,02/20/2016 12:00:00 AM,,Downtown,7,West,Seattle Chinese Volunteer Association,0
01/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentine's Day Dash,S16FE051,02/14/2016 12:00:00 AM,02/14/2016 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events Inc,2000
01/20/2016 12:00:00 AM,Complete,Special Event,Community,,Lunar New Year Celebration,S16FE058,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,International District,2,West,Chinatown-International District Business Improvement Area,5100
01/20/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.13),S16FE062,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
11/25/2015 12:00:00 AM,Complete,Special Event,Community,,2016 Wing Luke Museum Lunar New Year Lion Dance,S16FE019,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,International District,2,West,Wing Luke Museum of the Asian Pacific American Experience,340
01/21/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.06),S16FE063,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,40
11/23/2015 12:00:00 AM,Complete,Special Event,Athletic,Water,Special Olympic Polar Plunge,S16FE015,02/05/2016 12:00:00 AM,02/06/2016 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,740
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Westland Distillery,S16FE087,02/04/2016 12:00:00 AM,02/04/2016 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,25
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Open House (1.30),S16JA086,01/30/2016 12:00:00 AM,01/30/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
12/09/2015 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Boat Show,S16JA010,01/29/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Northwest Yacht Brokers Association,13280
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Open House (1.28),S16JA085,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
01/26/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - UW Private Dinner Party,S16JA089,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
01/20/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (1.25),S16JA061,01/25/2016 12:00:00 AM,01/25/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
01/21/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live! Student Matinees (1.25-26),S16JA084,01/25/2016 12:00:00 AM,01/26/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2600
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.24) - Occidental Park,S16JA003,01/24/2016 12:00:00 AM,01/24/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
01/04/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Ethiopian Churches Epiphany Celebration,S16JA045,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Mt. Baker / North Rainier,2,South,Ethiopian Orthodox Tewanedo Church,4000
01/12/2016 12:00:00 AM,Cancelled,Special Event,Community,,First Hill Streetcar Launch,S16JA052,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Multiple Neighborhoods,7,"East, West",Seattle Department of Transportation,220
12/22/2015 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert (1.22),S16JA034,01/22/2016 12:00:00 AM,01/22/2016 12:00:00 AM,,Downtown,7,West,Seattle Smphony/Benaroya Hall,285
01/14/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Public Lands Are for All of Us Rally,S16JA055,01/19/2016 12:00:00 AM,01/19/2016 12:00:00 AM,,Downtown,7,West,Conservation Northwest,320
12/18/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Martin Luther King Jr. Committee 34th Annual March & Rally,S16JA030,01/18/2016 12:00:00 AM,01/18/2016 12:00:00 AM,,Multiple Neighborhoods,"3, 7","East, West",Martin Luther King Jr. Celebration Committee,5200
,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. March and Symposium,S16JA013,01/16/2016 12:00:00 AM,01/16/2016 12:00:00 AM,Martin Luther King Jr Memorial Park,Mt. Baker / North Rainier,2,South,Seattle Parks and Recreation,285
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.16-1.17) - Occidental Park,S16JA002,01/16/2016 12:00:00 AM,01/17/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
11/25/2015 12:00:00 AM,Complete,Special Event,Free Speech,,2016 MLK March (Giddens),S16JA005,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Central District,3,East,Giddens School,300
12/18/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Dr. Martin Luther King Jr. Birthday March (McDonald),S16JA011,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,6,North,McDonald International School,500
12/15/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Orca K-8 School 2016 MLK March,S16JA026,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Columbia City,2,South,Orca K-8 School of Seattle Public Schools,650
12/28/2015 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse,S16JA037,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
01/08/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Martin Luther King March (Roosevelt),S16JA048,01/14/2016 12:00:00 AM,01/14/2016 12:00:00 AM,,University District,4,North,"Black Student Union, Roosevelt High School",105
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.09-01.10) - Occidental Park,S16JA001,01/09/2016 12:00:00 AM,01/10/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
12/09/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Resolution Run Presented by Club Northwest,S16JA012,01/01/2016 12:00:00 AM,01/01/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,6,North,"Pro-Motion Events, Inc.",1825
,Complete,Special Event,Community,,New Year's at the Needle,S15DE521,12/31/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Seattle Center,Queen Anne,7,West,Space Needle LLC,16050
,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S15DE538,12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,,Central District,3,West,Oromo Community Services of Seattle,400
,Cancelled,Special Event,Community,,American Express Game Day Event (12.27) - Occidental Park,S15DE442,12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.27),S15DE281,12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
,Cancelled,Special Event,Commercial,,Neighbours Therapy,S15DE491,12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,,Capitol Hill,3,East,Neighbours Seattle,262
,Cancelled,Special Event,Community,,American Express Game Day Event (12.20) - Occidental Park,S15DE441,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.20),S15DE280,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.20,S15DE535,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.19,S15DE534,12/19/2015 12:00:00 AM,12/19/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Complete,Special Event,Community,,Renegade Craft Fair,S15DE477,12/19/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Renegade Craft Fair, Inc.",2284
,Complete,Special Event,Commercial,,Triumph of Seattle One Year Anniversary Party,S15DE507,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Greenwood / Phinney Ridge,4,North,Triumph of Seattle,600
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.18,S15DE533,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Complete,Valet Parking,,,Red Carpet Valet - Axis Nightclub (12/18),S15DE524,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,60
,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (12.18),S15DE516,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,75
,Complete,Special Event,Community,,NWS Winterfest,S15DE468,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,
,Complete,Special Event,Community,,SLU Winter Market,S15DE525,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Amazon,510
12/15/2015 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Quality Athletics,S15DE537,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Duwamish / SODO,2,South,Butler Valet,75
12/15/2015 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Showbox at the Market,S15DE536,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Downtown,7,West,Butler Valet,60
,Complete,Valet Parking,,,Red Carpet Valet - Spitfire Bar,S15DE523,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,90
,Cancelled,Special Event,Free Speech,,Peaceful 24 Hour Vigil to Call for an End to Homelessness,S15DE519,12/16/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Downtown,7,West,Catholic Community Services,
,Complete,Special Event,Athletic,Run/Walk,Jingle Bell Run/Walk Seattle,S15DE494,12/13/2015 12:00:00 AM,12/13/2015 12:00:00 AM,Westlake Park,Downtown,1,West,Arthritis Foundation - Great West Region,10500
,Cancelled,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.13,S15DE532,12/13/2015 12:00:00 AM,12/13/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Cancelled,Valet Parking,,,Red Carpet Valet - 415 Westlake,S15DE522,12/12/2015 12:00:00 AM,12/12/2015 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,90
,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (12.12),S15DE515,12/12/2015 12:00:00 AM,12/12/2015 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
,Complete,Special Event,Community,,Chet Gibson Memorial Lighted Boat Parade,S15DE496,12/11/2015 12:00:00 AM,12/12/2015 12:00:00 AM,,Multiple Neighborhoods,"3, 4, 7","East, North, South, West",Queen City Yacht Club,75
12/08/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Justice for Hamza,S15DE530,12/10/2015 12:00:00 AM,12/10/2015 12:00:00 AM,,Capitol Hill,3,East,Americans for Refugees and Immigrants,325
,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S15DE529,12/10/2015 12:00:00 AM,12/10/2015 12:00:00 AM,Pratt Park,Downtown,7,West,Oromo Community Services of Seattle,250
